Parameter,Object,Object timestamp,Writable,Writable timestamp,Value,Value type,Value timestamp,Notification,Notification timestamp,Access list,Access list timestamp
InternetGatewayDevice.WANDevice,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.WANDevice.1,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice,true,2026-01-14T14:57:46.666Z,,,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.AddressingType,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.AutoDisconnectTime,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ConnectionStatus,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ConnectionTrigger,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ConnectionType,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DHCPClient,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DNSEnabled,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DNSOverrideAllowed,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DNSServers,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.DefaultGateway,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Enable,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ExternalIPAddress,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"10.97.125.210",xsd:string,2026-01-14T14:59:23.573Z,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.IdleDisconnectTime,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.LastConnectionError,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.MACAddress,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"04:33:89:74:47:07",xsd:string,2026-01-14T14:57:46.670Z,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.MACAddressOverride,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.MaxMTUSize,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.NATEnabled,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Name,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.PortMapping,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.PortMappingNumberOfEntries,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.PossibleConnectionTypes,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.RSIPAvailable,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Reset,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.RouteProtocolRx,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ShapingBurstSize,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.ShapingRate,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Stats,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.SubnetMask,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.Uptime,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.WarnDisconnectDelay,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_6RDTunnel,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_ClientID,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_DDNSConfiguration,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_DHCPOPTION125,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_DMZ,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_DefaultPri,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_Dnsv4ProxyForV6,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_DscpToPbitTbl,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_ExServiceList,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_ExtendDHCPOPTION60,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv4Enable,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv6,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv6Enable,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv6MultiCastVLAN,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv6OPTION16,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv6OPTION17,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_IPv6_PortForwardNumberOfEntries,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_LANBIND,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_LowerLayers,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_MultiCastVLAN,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_NatType,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_PRI,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_PortTrigger,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_PriPolicy,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_RouteProtocolAuthKey,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_RouteProtocolAuthMode,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_RouteProtocolRxMode,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_SERVICELIST,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_UpstreamWAN,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_VLAN,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnection.1.X_HW_VenderClassID,false,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANIPConnectionNumberOfEntries,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANPPPConnection,true,2026-01-14T14:59:23.572Z,true,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDevice.1.WANConnectionDevice.1.WANPPPConnectionNumberOfEntries,false,2026-01-14T14:59:23.572Z,false,2026-01-14T14:59:23.572Z,"",,,,,,
InternetGatewayDevice.WANDeviceNumberOfEntries,false,2026-01-14T14:57:46.666Z,false,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_ALG,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_APDevice,true,2026-01-14T14:57:46.666Z,false,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_APMPolicy,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_ARPPingDiagnostics,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_AmpInfo,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_AppRemoteManage,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_Arp,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_DHCPSLVSERVER,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_DHCP_PING_EMULATOR,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_DNS,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_Dot1agCfm,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_FeatureList,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_GRETunnel,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_IPTV,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_IPv6,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_IPv6Layer3Forwarding,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_MainUPnP,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_NeighborDiscovery,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_NetInfo_Acquisition,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_Option,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_POTSDeviceNumber,false,2026-01-14T14:57:46.666Z,false,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_PPPOE_EMLUATOR,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_PPPoE_BridgeWAN_AutoEmulator,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_Security,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_ServiceManage,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_SlvUPnP,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_SmartCAT,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_SslConfig,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_UplinkQos,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_UserInfo,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
InternetGatewayDevice.X_HW_WiFiDiagnostic,true,2026-01-14T14:57:46.666Z,true,2026-01-14T14:57:46.666Z,"",,,,,,
